number of practice,ground_truth,kid_input,result,number ask for help,demo_on_or_not
1.0,|['4', '5', '0', '3', '4', '5', '0']|,|['4', '5', 'a', '4', '5', '5']|,2,100,0
2.0,|['1', '0', '3', '4', '5', '0', '3', '4', '5']|,|['3', '4', '5', '3', '4', '4']|,2,100,0
3.0,|['2', '3', '1', '0', '1', '2', '3', '1']|,|['2', '3', '1', '1', '1', '2', '3']|,2,100,0
4.0,|['1', '2', '3', '1', '0', '3', '4', '5']|,|['1', '2', '3', '1', '3', '4', '4', '5']|,1,100,1
5.0,|['1', '2', '3', '1', '0', '1', '2', '3', '1']|,|['2', '3', '1', '1', '2', '3', '1', '1']|,2,100,0
6.0,|['3', '1', '0', '1', '2', '3', '1']|,|['1', '1', '1', '1', '2', '2', '3']|,4,2,0
7.0,|['1', '2', '3', '1', '0', '1', '2', '3', '1']|,|['2', '3', '1', '2', '3', '1']|,2,100,1
8.0,|['1', '0', '1', '2', '3', '1', '0']|,|['1', '1', '1', '2', '3', '1']|,1,100,0
9.0,|['3', '1', '0', '1', '2', '3', '1', '0']|,|['3', '1', '2', '3', '1', '1']|,2,100,0
10.0,|['1', '2', '3', '1', '0', '1', '2']|,|['1', '2', '3', '1', '1', '1', '2']|,1,100,0
